,tweets
0,President Clinton getting a standing ovation and presenting Lincoln as a best motion picture nominee. Now THAT'S #MERICA #GoldenGlobes
1,Robert Pattinson alert! Presenting Best Screenplay Motion Picture with Amanda Seyfried right now #GoldenGlobes
2,RT @OKMagazine: Robert Pattinson alert! Presenting Best Screenplay Motion Picture with Amanda Seyfried right now #GoldenGlobes
3,RT @LOrealParisUSA: Our spokes @JLo is presenting Best Original Score - Motion Picture. Her wavy side part is THE Look for the night! #GoldenGlobes #GettheLook
4,RT @LOrealParisUSA: Our spokes @JLo is presenting Best Original Score - Motion Picture. Her wavy side part is THE Look for the night! #GoldenGlobes #GettheLook
5,Dustin Hoffman is presenting Best Motion Picture Comedy or Musical #GoldenGlobes
6,"RT @PhilstarNews: George Clooney presents the Best Actress in a Motion Picture, Drama to Jessica Chastain for ""Zero Dark Thirty"" #GoldenGlobes"
7,"Julia Roberts presents Best Motion Picture, Drama to ""Argo."" #GoldenGlobes"
8,RT @LancomeUSA: Lancome Ambassadress Julia Roberts looks stunning as she presents the best motion picture drama at the #GoldenGlobes
9,"RT @YahooMovies: We have a Pretty Woman sighting. #JuliaRoberts presenting Best Motion Picture, Drama. And the winner is... #Argo! #GoldenGlobes"
10,"RT @YahooMovies: We have a Pretty Woman sighting. #JuliaRoberts presenting Best Motion Picture, Drama. And the winner is... #Argo! #GoldenGlobes"
11,"Best Motion Picture, #Drama: ""#Argo""! Had a feeling, with longtime #GeorgeClooney friend #JuliaRoberts as presenter. #GoldenGlobes"
12,RT @LancomeUSA: Lancome Ambassadress Julia Roberts looks stunning as she presents the best motion picture drama at the #GoldenGlobes
13,"RT @VanityFair: Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."
14,"RT @VanityFair: Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."
15,"RT @VanityFair: Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."
16,"RT @VanityFair: Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."
17,"RT @VanityFair: Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."
18,"@Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."""
19,"RT @VanityFair: Julia Roberts(!) presents Argo(!) producers with best motion picture drama at the #GoldenGlobes. Better luck next awards show, Lincoln."
20,RT @OKMagazine: Robert Pattinson alert! Presenting Best Screenplay Motion Picture with Amanda Seyfried right now #GoldenGlobes
21,President Clinton getting a standing ovation and presenting Lincoln as a best motion picture nominee. Now THAT'S #MERICA #GoldenGlobes
22,Robert Pattinson alert! Presenting Best Screenplay Motion Picture with Amanda Seyfried right now #GoldenGlobes
23,RT @OKMagazine: Robert Pattinson alert! Presenting Best Screenplay Motion Picture with Amanda Seyfried right now #GoldenGlobes
24,RT @LOrealParisUSA: Our spokes @JLo is presenting Best Original Score - Motion Picture. Her wavy side part is THE Look for the night! #GoldenGlobes #GettheLook
25,RT @LOrealParisUSA: Our spokes @JLo is presenting Best Original Score - Motion Picture. Her wavy side part is THE Look for the night! #GoldenGlobes #GettheLook
26,Dustin Hoffman is presenting Best Motion Picture Comedy or Musical #GoldenGlobes
